,Indice,Ano,Novela,Média,Emissora,Horário,ID_novel
1670,33,1999,Chiquititas:  3ª Temporada,180,SBT ,NOVELAS NACIONAIS,chiquititas3atemporada1999
1671,34,1999,Chiquititas:  4ª Temporada,154,SBT ,NOVELAS NACIONAIS,chiquititas4atemporada1999
1672,35,,,,SBT ,NOVELAS NACIONAIS,
1674,37,2000,Chiquititas:  5ª Temporada,100,SBT ,NOVELAS NACIONAIS,chiquititas5atemporada2000
1675,38,2001,O Direito  de Nascer,101,SBT ,NOVELAS NACIONAIS,odireitodenascer2001
1676,39,2001,Pícara  Sonhadora,166,SBT ,NOVELAS NACIONAIS,picarasonhadora2001
1677,40,2001,Amor e Ódio,147,SBT ,NOVELAS NACIONAIS,amoreodio2001
1678,41,2002,Marisol,153,SBT ,NOVELAS NACIONAIS,marisol2002
1679,42,2002,Pequena  Travessa,139,SBT ,NOVELAS NACIONAIS,pequenatravessa2002
1680,43,2003,Jamais Te  Esquecerei,98,SBT ,NOVELAS NACIONAIS,jamaisteesquecerei2003
1681,44,2003,Canavial de  Paixões,119,SBT ,NOVELAS NACIONAIS,canavialdepaixoes2003
1682,45,2004,Seus Olhos,78,SBT ,NOVELAS NACIONAIS,seusolhos2004
1683,46,2004,Esmeralda,123,SBT ,NOVELAS NACIONAIS,esmeralda2004
1684,47,2005,Os Ricos  Também Choram,75,SBT ,NOVELAS NACIONAIS,osricostambemchoram2005
1685,48,2006,Cristal,66,SBT ,NOVELAS NACIONAIS,cristal2006
1686,49,2007,Maria  Esperança,54,SBT ,NOVELAS NACIONAIS,mariaesperanca2007
1687,50,2007,Amigas  & Rivais,36,SBT ,NOVELAS NACIONAIS,amigaserivais2007
1688,51,2008,Revelação,53,SBT ,NOVELAS NACIONAIS,revelacao2008
1689,52,2009,Vende-se um  Véu de Noiva,49,SBT ,NOVELAS NACIONAIS,vendeseumveudenoiva2009
1690,53,,,,SBT ,NOVELAS NACIONAIS,
1692,55,2010,Uma Rosa  com Amor,60,SBT ,NOVELAS NACIONAIS,umarosacomamor2010
1693,56,2011,Amor e Revolução,48,SBT ,NOVELAS NACIONAIS,amorerevolucao2011
1694,57,2012,Corações  Feridos,46,SBT ,NOVELAS NACIONAIS,coracoesferidos2012
1695,58,2012,Carrossel,124,SBT ,NOVELAS NACIONAIS,carrossel2012
1696,59,2013,Chiquititas,110,SBT ,NOVELAS NACIONAIS,chiquititas2013
1697,60,2015,Cúmplices  de um Resgate,110,SBT ,NOVELAS NACIONAIS,cumplicesdeumresgate2015
1698,61,2016,Carinha de  Anjo,105,SBT ,NOVELAS NACIONAIS,carinhadeanjo2016
1699,62,2018,As  Aventuras de Poliana,112,SBT ,NOVELAS NACIONAIS,asaventurasdepoliana2018
1700,63,,,,SBT ,NOVELAS NACIONAIS,
1702,65,2022,Poliana  Moça,-,SBT ,NOVELAS NACIONAIS,polianamoca2022
1704,1,1982,Os Ricos  Também Choram,197,SBT ,NOVELAS ESTRANGEIRAS,osricostambemchoram1982
1705,2,1983,Cristina  Bazan,142,SBT ,NOVELAS ESTRANGEIRAS,cristinabazan1983
1706,3,1983,Desprezo,116,SBT ,NOVELAS ESTRANGEIRAS,desprezo1983
1707,4,1983,Amor Cigano,121,SBT ,NOVELAS ESTRANGEIRAS,amorcigano1983
1708,5,1983,O Direito  de Nascer,61,SBT ,NOVELAS ESTRANGEIRAS,odireitodenascer1983
1709,6,1984,Chispita,109,SBT ,NOVELAS ESTRANGEIRAS,chispita1984
1710,7,1984,Estranho  Poder,62,SBT ,NOVELAS ESTRANGEIRAS,estranhopoder1984
1711,8,1984,"Viviana, em  Busca do Amor",63,SBT ,NOVELAS ESTRANGEIRAS,vivianaembuscadoamor1984
1712,9,1985,Lupita,39,SBT ,NOVELAS ESTRANGEIRAS,lupita1985
1713,10,1985,Angelito,33,SBT ,NOVELAS ESTRANGEIRAS,angelito1985
1714,11,1985,Soledade,22,SBT ,NOVELAS ESTRANGEIRAS,soledade1985
1715,12,1986,Só Você,64,SBT ,NOVELAS ESTRANGEIRAS,sovoce1986
1716,13,,,,SBT ,NOVELAS ESTRANGEIRAS,
1718,15,1991,Rosa  Selvagem,168,SBT ,NOVELAS ESTRANGEIRAS,rosaselvagem1991
1719,16,1991,Carrossel,164,SBT ,NOVELAS ESTRANGEIRAS,carrossel1991
1720,17,1991,Simplesmente  Maria,187,SBT ,NOVELAS ESTRANGEIRAS,simplesmentemaria1991
1721,18,1991,Quinze Anos,156,SBT ,NOVELAS ESTRANGEIRAS,quinzeanos1991
1722,19,1991,Ambição,112,SBT ,NOVELAS ESTRANGEIRAS,ambicao1991
1723,20,1992,A Estranha  Dama,129,SBT ,NOVELAS ESTRANGEIRAS,aestranhadama1992
1724,21,1992,Alcançar  uma Estrela I,101,SBT ,NOVELAS ESTRANGEIRAS,alcancarumaestrelai1992
1725,22,1992,Vovô e Eu,107,SBT ,NOVELAS ESTRANGEIRAS,vovoeeu1992
1726,23,1992,Alcançar  uma Estrela II,92,SBT ,NOVELAS ESTRANGEIRAS,alcancarumaestrelaii1992
1727,24,1992,Topázio,157,SBT ,NOVELAS ESTRANGEIRAS,topazio1992
1728,25,1992,A Fera,110,SBT ,NOVELAS ESTRANGEIRAS,afera1992
1729,26,1992,Eu Compro  Essa Mulher,111,SBT ,NOVELAS ESTRANGEIRAS,eucomproessamulher1992
1730,27,1993,Eu Não  Acredito nos Homens,88,SBT ,NOVELAS ESTRANGEIRAS,eunaoacreditonoshomens1993
1731,28,1993,Garotas  Bonitas,54,SBT ,NOVELAS ESTRANGEIRAS,garotasbonitas1993
1732,29,1993,Paixão e  Poder,76,SBT ,NOVELAS ESTRANGEIRAS,paixaoepoder1993
1733,30,1993,Marielena,82,SBT ,NOVELAS ESTRANGEIRAS,marielena1993
1734,31,1996,Carrossel  das Américas,74,SBT ,NOVELAS ESTRANGEIRAS,carrosseldasamericas1996
1735,32,1996,Maria  Mercedes,103,SBT ,NOVELAS ESTRANGEIRAS,mariamercedes1996
1736,33,1996,Marimar,141,SBT ,NOVELAS ESTRANGEIRAS,marimar1996
1737,34,1997,Maria do  Bairro,168,SBT ,NOVELAS ESTRANGEIRAS,mariadobairro1997
1738,35,1999,Luz Clarita,131,SBT ,NOVELAS ESTRANGEIRAS,luzclarita1999
1739,36,1999,A  Usurpadora,192,SBT ,NOVELAS ESTRANGEIRAS,ausurpadora1999
1740,37,1999,O  Privilégio de Amar,154,SBT ,NOVELAS ESTRANGEIRAS,oprivilegiodeamar1999
1741,38,,,,SBT ,NOVELAS ESTRANGEIRAS,
1743,40,2000,O Diário de  Daniela,121,SBT ,NOVELAS ESTRANGEIRAS,odiariodedaniela2000
1744,41,2000,Além da  Usurpadora,145,SBT ,NOVELAS ESTRANGEIRAS,alemdausurpadora2000
1745,42,2000,Kassandra,82,SBT ,NOVELAS ESTRANGEIRAS,kassandra2000
1746,43,2000,A Mentira,138,SBT ,NOVELAS ESTRANGEIRAS,amentira2000
1747,44,2000,Sigo te  Amando,82,SBT ,NOVELAS ESTRANGEIRAS,sigoteamando2000
1748,45,2000,Esmeralda,138,SBT ,NOVELAS ESTRANGEIRAS,esmeralda2000
1749,46,2000,Maria  Isabel,113,SBT ,NOVELAS ESTRANGEIRAS,mariaisabel2000
1750,47,2000,Coração  Selvagem,81,SBT ,NOVELAS ESTRANGEIRAS,coracaoselvagem2000
1751,48,2001,Gotinha de  Amor,120,SBT ,NOVELAS ESTRANGEIRAS,gotinhadeamor2001
1752,49,2001,Camila,113,SBT ,NOVELAS ESTRANGEIRAS,camila2001
1753,50,2001,Café com  Aroma de Mulher,146,SBT ,NOVELAS ESTRANGEIRAS,cafecomaromademulher2001
1754,51,2001,Amigos para  Sempre,74,SBT ,NOVELAS ESTRANGEIRAS,amigosparasempre2001
1755,52,2001,Serafim,115,SBT ,NOVELAS ESTRANGEIRAS,serafim2001
1756,53,2001,Por Teu  Amor,98,SBT ,NOVELAS ESTRANGEIRAS,porteuamor2001
1757,54,2001,Carinha de  Anjo,167,SBT ,NOVELAS ESTRANGEIRAS,carinhadeanjo2001
1758,55,2001,Rosalinda,109,SBT ,NOVELAS ESTRANGEIRAS,rosalinda2001
1759,56,2001,Abraça-me  Muito Forte,121,SBT ,NOVELAS ESTRANGEIRAS,abracamemuitoforte2001
1760,57,2001,Preciosa,83,SBT ,NOVELAS ESTRANGEIRAS,preciosa2001
1761,58,2001,A Alma Não  tem Cor,83,SBT ,NOVELAS ESTRANGEIRAS,aalmanaotemcor2001
1762,59,2002,Maria Belém,132,SBT ,NOVELAS ESTRANGEIRAS,mariabelem2002
1763,60,2002,Salomé,73,SBT ,NOVELAS ESTRANGEIRAS,salome2002
1764,61,2002,Amigas e  Rivais,107,SBT ,NOVELAS ESTRANGEIRAS,amigaserivais2002
1765,62,2002,Cúmplices  de um Resgate,130,SBT ,NOVELAS ESTRANGEIRAS,cumplicesdeumresgate2002
1766,63,2002,Manancial,54,SBT ,NOVELAS ESTRANGEIRAS,manancial2002
1767,64,2003,Viva às  Crianças! Carrossel 2,134,SBT ,NOVELAS ESTRANGEIRAS,vivaascriancascarrossel22003
1768,65,2003,Primeiro  Amor: A Mil por Hora,98,SBT ,NOVELAS ESTRANGEIRAS,primeiroamoramilporhora2003
1769,66,2003,No Limite  da Paixão,78,SBT ,NOVELAS ESTRANGEIRAS,nolimitedapaixao2003
1770,67,2003,"Poucas,  Poucas Pulgas",84,SBT ,NOVELAS ESTRANGEIRAS,poucaspoucaspulgas2003
1771,68,2004,Amor Real,77,SBT ,NOVELAS ESTRANGEIRAS,amorreal2004
1772,69,2004,Menina  Amada Minha,52,SBT ,NOVELAS ESTRANGEIRAS,meninaamadaminha2004
1773,70,2004,A Outra,79,SBT ,NOVELAS ESTRANGEIRAS,aoutra2004
1774,71,2004,"Amy, a  Menina da Mochila Azul",86,SBT ,NOVELAS ESTRANGEIRAS,amyameninadamochilaazul2004
1775,72,2004,Alegrifes e  Rabujos,92,SBT ,NOVELAS ESTRANGEIRAS,alegrifeserabujos2004
1776,73,2005,Rubi,102,SBT ,NOVELAS ESTRANGEIRAS,rubi2005
1777,74,2005,A Madrasta,90,SBT ,NOVELAS ESTRANGEIRAS,amadrasta2005
1778,75,2005,Rebelde,94,SBT ,NOVELAS ESTRANGEIRAS,rebelde2005
1779,76,2006,Mariana da  Noite,44,SBT ,NOVELAS ESTRANGEIRAS,marianadanoite2006
1780,77,2006,A Feia Mais  Bela,76,SBT ,NOVELAS ESTRANGEIRAS,afeiamaisbela2006
1781,78,2006,Laços de  Amor,45,SBT ,NOVELAS ESTRANGEIRAS,lacosdeamor2006
1782,79,2006,Feridas de  Amor,53,SBT ,NOVELAS ESTRANGEIRAS,feridasdeamor2006
1783,80,2007,A Vida é um  Jogo,34,SBT ,NOVELAS ESTRANGEIRAS,avidaeumjogo2007
1784,81,2007,Destilando  Amor,25,SBT ,NOVELAS ESTRANGEIRAS,destilandoamor2007
1785,82,2007,Mundo de  Feras,33,SBT ,NOVELAS ESTRANGEIRAS,mundodeferas2007
1786,83,2007,Chiquititas  2000,60,SBT ,NOVELAS ESTRANGEIRAS,chiquititas20002007
1787,84,2008,Lalola,45,SBT ,NOVELAS ESTRANGEIRAS,lalola2008
1788,85,2008,Chiquititas  2008,44,SBT ,NOVELAS ESTRANGEIRAS,chiquititas20082008
1789,86,,,,SBT ,NOVELAS ESTRANGEIRAS,
1791,88,2010,As Tontas  Não Vão ao Céu,44,SBT ,NOVELAS ESTRANGEIRAS,astontasnaovaoaoceu2010
1792,89,2010,Camaleões,44,SBT ,NOVELAS ESTRANGEIRAS,camaleoes2010
1793,90,2013,Cuidado com  o Anjo,62,SBT ,NOVELAS ESTRANGEIRAS,cuidadocomoanjo2013
1794,91,2013,Por Ela Sou  Eva,40,SBT ,NOVELAS ESTRANGEIRAS,porelasoueva2013
1795,92,2014,Meu Pecado,47,SBT ,NOVELAS ESTRANGEIRAS,meupecado2014
1796,93,2014,Sortilégio,64,SBT ,NOVELAS ESTRANGEIRAS,sortilegio2014
1797,94,2015,Coração  Indomável,79,SBT ,NOVELAS ESTRANGEIRAS,coracaoindomavel2015
1798,95,2015,A Dona,72,SBT ,NOVELAS ESTRANGEIRAS,adona2015
1799,96,2015,Teresa,74,SBT ,NOVELAS ESTRANGEIRAS,teresa2015
1800,97,2016,Meu Coração  é Teu,78,SBT ,NOVELAS ESTRANGEIRAS,meucoracaoeteu2016
1801,98,2016,Abismo de  Paixão,85,SBT ,NOVELAS ESTRANGEIRAS,abismodepaixao2016
1802,99,2016,Mar de Amor,75,SBT ,NOVELAS ESTRANGEIRAS,mardeamor2016
1803,100,2016,A Gata,82,SBT ,NOVELAS ESTRANGEIRAS,agata2016
1804,101,2016,Lágrimas de  Amor,67,SBT ,NOVELAS ESTRANGEIRAS,lagrimasdeamor2016
1805,102,2016,Querida  Inimiga,58,SBT ,NOVELAS ESTRANGEIRAS,queridainimiga2016
1806,103,2017,O Que a  Vida me Roubou,67,SBT ,NOVELAS ESTRANGEIRAS,oqueavidameroubou2017
1807,104,2017,Um Caminho  para o Destino,69,SBT ,NOVELAS ESTRANGEIRAS,umcaminhoparaodestino2017
1808,105,2018,Amanhã é  para Sempre,73,SBT ,NOVELAS ESTRANGEIRAS,amanhaeparasempre2018
1809,106,2018,Que Pobres  tão Ricos,58,SBT ,NOVELAS ESTRANGEIRAS,quepobrestaoricos2018
1810,107,2019,A Que Não  Podia Amar,68,SBT ,NOVELAS ESTRANGEIRAS,aquenaopodiaamar2019
1811,108,,,,SBT ,NOVELAS ESTRANGEIRAS,
1813,110,2020,"Betty, a  Feia em Nova York",62,SBT ,NOVELAS ESTRANGEIRAS,bettyafeiaemnovayork2020
1814,111,2020,Quando me  Apaixono,68,SBT ,NOVELAS ESTRANGEIRAS,quandomeapaixono2020
1815,112,2020,Triunfo do  Amor,63,SBT ,NOVELAS ESTRANGEIRAS,triunfodoamor2020
1816,113,2021,Amores  Verdadeiros,74,SBT ,NOVELAS ESTRANGEIRAS,amoresverdadeiros2021
1817,114,2021,Te Dou a  Vida,67,SBT ,NOVELAS ESTRANGEIRAS,tedouavida2021
1818,115,2022,Se nos  Deixam,55,SBT ,NOVELAS ESTRANGEIRAS,senosdeixam2022
1819,116,2022,Paixões de  Gavilanes,20,SBT ,NOVELAS ESTRANGEIRAS,paixoesdegavilanes2022
1820,117,2022,A Desalmada,57,SBT ,NOVELAS ESTRANGEIRAS,adesalmada2022
1821,118,2022,Vencer o  Desamor,47,SBT ,NOVELAS ESTRANGEIRAS,vencerodesamor2022
1822,119,2023,Três Vezes  Ana,-,SBT ,NOVELAS ESTRANGEIRAS,tresvezesana2023
1824,1,1983,O  Espantalho,116,SBT ,REPRISES NACIONAIS,oespantalho1983
1825,2,1983,Destino,73,SBT ,REPRISES NACIONAIS,destino1983
1826,3,1983,A Força do  Amor,89,SBT ,REPRISES NACIONAIS,aforcadoamor1983
1827,4,1983,A Leoa,50,SBT ,REPRISES NACIONAIS,aleoa1983
1828,5,1983,Sombras do  Passado,49,SBT ,REPRISES NACIONAIS,sombrasdopassado1983
1829,6,1984,Acorrentada,32,SBT ,REPRISES NACIONAIS,acorrentada1984
1830,7,1984,Conflito,38,SBT ,REPRISES NACIONAIS,conflito1984
1831,8,1984,O Anjo  Maldito,41,SBT ,REPRISES NACIONAIS,oanjomaldito1984
1832,9,1984,Razão de  Viver,35,SBT ,REPRISES NACIONAIS,razaodeviver1984
1833,10,1984,A Ponte do  Amor,38,SBT ,REPRISES NACIONAIS,apontedoamor1984
1834,11,1985,"Meus  Filhos, Minha Vida",35,SBT ,REPRISES NACIONAIS,meusfilhosminhavida1985
1835,12,1985,Jerônimo,61,SBT ,REPRISES NACIONAIS,jeronimo1985
1836,13,1986,Vida  Roubada,59,SBT ,REPRISES NACIONAIS,vidaroubada1986
1837,14,1986,Pecado de  Amor,41,SBT ,REPRISES NACIONAIS,pecadodeamor1986
1838,15,1987,Jogo do  Amor,53,SBT ,REPRISES NACIONAIS,jogodoamor1987
1839,16,1987,A Justiça  de Deus,49,SBT ,REPRISES NACIONAIS,ajusticadedeus1987
1840,17,1987,Uma  Esperança no Ar,39,SBT ,REPRISES NACIONAIS,umaesperancanoar1987
1841,18,1987,O Anjo  Maldito,30,SBT ,REPRISES NACIONAIS,oanjomaldito1987
1842,19,,,,SBT ,REPRISES NACIONAIS,
1844,21,1990,"Meus  Filhos, Minha Vida",61,SBT ,REPRISES NACIONAIS,meusfilhosminhavida1990
1845,22,1990,A Força do  Amor,66,SBT ,REPRISES NACIONAIS,aforcadoamor1990
1846,23,1990,A Leoa,53,SBT ,REPRISES NACIONAIS,aleoa1990
1847,24,1991,Jerônimo,47,SBT ,REPRISES NACIONAIS,jeronimo1991
1848,25,1991,A Justiça  de Deus,42,SBT ,REPRISES NACIONAIS,ajusticadedeus1991
1849,26,1991,Destino,42,SBT ,REPRISES NACIONAIS,destino1991
1850,27,1991,Acorrentada,32,SBT ,REPRISES NACIONAIS,acorrentada1991
1851,28,,,,SBT ,REPRISES NACIONAIS,
1853,30,2001,Éramos Seis,74,SBT ,REPRISES NACIONAIS,eramosseis2001
1854,31,2004,Fascinação,65,SBT ,REPRISES NACIONAIS,fascinacao2004
1855,32,2004,Pícara  Sonhadora,98,SBT ,REPRISES NACIONAIS,picarasonhadora2004
1856,33,2004,Pérola  Negra,104,SBT ,REPRISES NACIONAIS,perolanegra2004
1857,34,2004,Chiquititas,84,SBT ,REPRISES NACIONAIS,chiquititas2004
1858,35,2005,Xica da  Silva,106,SBT ,REPRISES NACIONAIS,xicadasilva2005
1859,36,2005,Pequena  Travessa,75,SBT ,REPRISES NACIONAIS,pequenatravessa2005
1860,37,2005,Canavial de  Paixões,73,SBT ,REPRISES NACIONAIS,canavialdepaixoes2005
1861,38,2006,As Pupilas  do Senhor Reitor,65,SBT ,REPRISES NACIONAIS,aspupilasdosenhorreitor2006
1862,39,2007,Marisol,30,SBT ,REPRISES NACIONAIS,marisol2007
1863,40,2007,As Pupilas  do Senhor Reitor,39,SBT ,REPRISES NACIONAIS,aspupilasdosenhorreitor2007
1864,41,2008,Pantanal,129,SBT ,REPRISES NACIONAIS,pantanal2008
1865,42,2009,Dona Beija,50,SBT ,REPRISES NACIONAIS,donabeija2009
1866,43,,,,SBT ,REPRISES NACIONAIS,
1868,45,2010,Ana Raio e  Zé Trovão,64,SBT ,REPRISES NACIONAIS,anaraioezetrovao2010
1869,46,2010,Esmeralda,57,SBT ,REPRISES NACIONAIS,esmeralda2010
1870,47,2010,Pérola  Negra,53,SBT ,REPRISES NACIONAIS,perolanegra2010
1871,48,2010,Canavial de  Paixões,39,SBT ,REPRISES NACIONAIS,canavialdepaixoes2010
1872,49,2011,Maria  Esperança,50,SBT ,REPRISES NACIONAIS,mariaesperanca2011
1873,50,2011,Uma Rosa  com Amor,49,SBT ,REPRISES NACIONAIS,umarosacomamor2011
1874,51,2011,Amigas  & Rivais,50,SBT ,REPRISES NACIONAIS,amigaserivais2011
1875,52,2011,Cristal,50,SBT ,REPRISES NACIONAIS,cristal2011
1876,53,2011,Fascinação,47,SBT ,REPRISES NACIONAIS,fascinacao2011
1877,54,2012,Pícara  Sonhadora,39,SBT ,REPRISES NACIONAIS,picarasonhadora2012
1878,55,2012,Marisol,50,SBT ,REPRISES NACIONAIS,marisol2012
1879,56,2012,Pequena  Travessa,43,SBT ,REPRISES NACIONAIS,pequenatravessa2012
1880,57,2012,Canavial de  Paixões,43,SBT ,REPRISES NACIONAIS,canavialdepaixoes2012
1881,58,2013,Jamais Te  Esquecerei,34,SBT ,REPRISES NACIONAIS,jamaisteesquecerei2013
1882,59,2013,Carrossel,59,SBT ,REPRISES NACIONAIS,carrossel2013
1883,60,2014,Esmeralda,66,SBT ,REPRISES NACIONAIS,esmeralda2014
1884,61,2015,Maria  Esperança,68,SBT ,REPRISES NACIONAIS,mariaesperanca2015
1885,62,2015,Carrossel,112,SBT ,REPRISES NACIONAIS,carrossel2015
1886,63,2015,Patrulha  Salvadora,58,SBT ,REPRISES NACIONAIS,patrulhasalvadora2015
1887,64,2015,Pérola  Negra,58,SBT ,REPRISES NACIONAIS,perolanegra2015
1888,65,2016,Chiquititas,101,SBT ,REPRISES NACIONAIS,chiquititas2016
1889,66,2018,Carrossel,64,SBT ,REPRISES NACIONAIS,carrossel2018
1890,67,2019,Cúmplices  de um Resgate,85,SBT ,REPRISES NACIONAIS,cumplicesdeumresgate2019
1891,68,,,,SBT ,REPRISES NACIONAIS,
1893,70,2020,Chiquititas,68,SBT ,REPRISES NACIONAIS,chiquititas2020
1894,71,2021,Carinha de  Anjo,66,SBT ,REPRISES NACIONAIS,carinhadeanjo2021
1895,72,2022,Carrossel,38,SBT ,REPRISES NACIONAIS,carrossel2022
1896,73,2022,Esmeralda,40,SBT ,REPRISES NACIONAIS,esmeralda2022
1897,74,2022,Cúmplices  de um Resgate,-,SBT ,REPRISES NACIONAIS,cumplicesdeumresgate2022
1898,75,2022,Maria  Esperança,31,SBT ,REPRISES NACIONAIS,mariaesperanca2022
1899,76,2022,Cristal,33,SBT ,REPRISES NACIONAIS,cristal2022
1900,77,2022,Pequena  Travessa,-,SBT ,REPRISES NACIONAIS,pequenatravessa2022
1901,78,2023,Marisol,-,SBT ,REPRISES NACIONAIS,marisol2023
1903,1,1983,Os Ricos  Também Choram,155,SBT ,REPRISES LATINAS,osricostambemchoram1983
1904,2,1983,Desprezo,74,SBT ,REPRISES LATINAS,desprezo1983
1905,3,1984,Amor Cigano,56,SBT ,REPRISES LATINAS,amorcigano1984
1906,4,1984,Os Ricos  Também Choram,52,SBT ,REPRISES LATINAS,osricostambemchoram1984
1907,5,1985,Chispita,41,SBT ,REPRISES LATINAS,chispita1985
1908,6,1985,Cristina  Bazan,42,SBT ,REPRISES LATINAS,cristinabazan1985
1909,7,1985,O Direito  de Nascer,50,SBT ,REPRISES LATINAS,odireitodenascer1985
1910,8,1986,Soledade,49,SBT ,REPRISES LATINAS,soledade1986
1911,9,1986,Angelito,38,SBT ,REPRISES LATINAS,angelito1986
1912,10,1987,"Viviana, em  Busca do Amor",54,SBT ,REPRISES LATINAS,vivianaembuscadoamor1987
1913,11,1987,Cristina  Bazan,43,SBT ,REPRISES LATINAS,cristinabazan1987
1914,12,1987,Estranho  Poder,27,SBT ,REPRISES LATINAS,estranhopoder1987
1915,13,,,,SBT ,REPRISES LATINAS,
1917,15,1991,A Vingança,45,SBT ,REPRISES LATINAS,avinganca1991
1918,16,1991,Desprezo,25,SBT ,REPRISES LATINAS,desprezo1991
1919,17,1992,Ambição,31,SBT ,REPRISES LATINAS,ambicao1992
1920,18,1992,A Estranha  Dama,33,SBT ,REPRISES LATINAS,aestranhadama1992
1921,19,1993,Carrossel,55,SBT ,REPRISES LATINAS,carrossel1993
1922,20,1993,Rosa  Selvagem,50,SBT ,REPRISES LATINAS,rosaselvagem1993
1923,21,1995,Carrossel,122,SBT ,REPRISES LATINAS,carrossel1995
1924,22,1996,Carrossel,65,SBT ,REPRISES LATINAS,carrossel1996
1925,23,1996,Chispita,65,SBT ,REPRISES LATINAS,chispita1996
1926,24,1996,Vovô e Eu,52,SBT ,REPRISES LATINAS,vovoeeu1996
1927,25,1997,Maria  Mercedes,86,SBT ,REPRISES LATINAS,mariamercedes1997
1928,26,1997,Maria do  Bairro,87,SBT ,REPRISES LATINAS,mariadobairro1997
1929,27,1998,Marimar,53,SBT ,REPRISES LATINAS,marimar1998
1930,28,,,,SBT ,REPRISES LATINAS,
1932,30,2000,A  Usurpadora,89,SBT ,REPRISES LATINAS,ausurpadora2000
1933,31,2002,O  Privilégio de Amar,66,SBT ,REPRISES LATINAS,oprivilegiodeamar2002
1934,32,2003,Carinha de  Anjo,78,SBT ,REPRISES LATINAS,carinhadeanjo2003
1935,33,2004,Marimar,96,SBT ,REPRISES LATINAS,marimar2004
1936,34,2004,Rosalinda,68,SBT ,REPRISES LATINAS,rosalinda2004
1937,35,2004,Maria do  Bairro,127,SBT ,REPRISES LATINAS,mariadobairro2004
1938,36,2005,A  Usurpadora,130,SBT ,REPRISES LATINAS,ausurpadora2005
1939,37,2005,Café com  Aroma de Mulher,88,SBT ,REPRISES LATINAS,cafecomaromademulher2005
1940,38,2006,Rubi,61,SBT ,REPRISES LATINAS,rubi2006
1941,39,2006,Cúmplices  de um Resgate,67,SBT ,REPRISES LATINAS,cumplicesdeumresgate2006
1942,40,2007,O Diário de  Daniela,44,SBT ,REPRISES LATINAS,odiariodedaniela2007
1943,41,2007,A  Usurpadora,59,SBT ,REPRISES LATINAS,ausurpadora2007
1944,42,2007,Maria do  Bairro,60,SBT ,REPRISES LATINAS,mariadobairro2007
1945,43,2008,O  Privilégio de Amar,44,SBT ,REPRISES LATINAS,oprivilegiodeamar2008
1946,44,,,,SBT ,REPRISES LATINAS,
1948,46,2011,Marimar,73,SBT ,REPRISES LATINAS,marimar2011
1949,47,2012,Maria do  Bairro,67,SBT ,REPRISES LATINAS,mariadobairro2012
1950,48,2012,Maria  Mercedes,53,SBT ,REPRISES LATINAS,mariamercedes2012
1951,49,2012,Gotinha de  Amor,47,SBT ,REPRISES LATINAS,gotinhadeamor2012
1952,50,2012,A  Usurpadora,60,SBT ,REPRISES LATINAS,ausurpadora2012
1953,51,2013,Rosalinda,45,SBT ,REPRISES LATINAS,rosalinda2013
1954,52,2013,Rubi,67,SBT ,REPRISES LATINAS,rubi2013
1955,53,2013,Marimar,53,SBT ,REPRISES LATINAS,marimar2013
1956,54,2013,O  Privilégio de Amar,47,SBT ,REPRISES LATINAS,oprivilegiodeamar2013
1957,55,2013,Rebelde,59,SBT ,REPRISES LATINAS,rebelde2013
1958,56,2013,Maria do  Bairro,48,SBT ,REPRISES LATINAS,mariadobairro2013
1959,57,2013,A Madrasta,45,SBT ,REPRISES LATINAS,amadrasta2013
1960,58,2014,Café com  Aroma de Mulher,46,SBT ,REPRISES LATINAS,cafecomaromademulher2014
1961,59,2014,Por Teu  Amor,39,SBT ,REPRISES LATINAS,porteuamor2014
1962,60,2014,Abraça-me  Muito Forte,39,SBT ,REPRISES LATINAS,abracamemuitoforte2014
1963,61,2014,A Feia Mais  Bela,52,SBT ,REPRISES LATINAS,afeiamaisbela2014
1964,62,2015,A  Usurpadora,71,SBT ,REPRISES LATINAS,ausurpadora2015
1965,63,2015,Maria do  Bairro,58,SBT ,REPRISES LATINAS,mariadobairro2015
1966,64,2015,Cuidado com  o Anjo,70,SBT ,REPRISES LATINAS,cuidadocomoanjo2015
1967,65,2016,A Mentira,57,SBT ,REPRISES LATINAS,amentira2016
1968,66,2016,A  Usurpadora,53,SBT ,REPRISES LATINAS,ausurpadora2016
1969,67,2017,Rubi,60,SBT ,REPRISES LATINAS,rubi2017
1970,68,2017,No Limite  da Paixão,54,SBT ,REPRISES LATINAS,nolimitedapaixao2017
1971,69,2017,Sortilégio,59,SBT ,REPRISES LATINAS,sortilegio2017
1972,70,2018,Coração  Indomável,78,SBT ,REPRISES LATINAS,coracaoindomavel2018
1973,71,2018,Teresa,59,SBT ,REPRISES LATINAS,teresa2018
1974,72,2019,A Dona,71,SBT ,REPRISES LATINAS,adona2019
1975,73,2019,Abismo de  Paixão,65,SBT ,REPRISES LATINAS,abismodepaixao2019
1976,74,2019,Meu Coração  é Teu,65,SBT ,REPRISES LATINAS,meucoracaoeteu2019
1977,75,,,,SBT ,REPRISES LATINAS,
1979,77,2020,O Que a  Vida me Roubou,63,SBT ,REPRISES LATINAS,oqueavidameroubou2020
1980,78,2021,Coração  Indomável,71,SBT ,REPRISES LATINAS,coracaoindomavel2021
1981,79,2021,Amanhã é  para Sempre,55,SBT ,REPRISES LATINAS,amanhaeparasempre2021
